layer,unit,description,similarity,sim correlation
encoder,95,building,0.23043823,0.13451777398586273
encoder,96,restaurants,0.09436035,0.035549554973840714
encoder,97,stair,0.13497925,0.04706830531358719
encoder,98,lobby,0.12271118,0.016972392797470093
encoder,99,workstation,0.094573975,0.12249922752380371
encoder,100,hay,0.114990234,0.008959459140896797
encoder,101,kitchen,0.24301147,0.058521345257759094
encoder,102,furnished,0.18078613,0.014446393586695194
encoder,103,kitchen,0.1473999,0.0685328021645546
encoder,104,bathroom,0.19515991,0.012761025689542294
encoder,105,grandchildren,0.13537598,0.06513447314500809
encoder,106,kitchens,0.16018677,0.03635074570775032
encoder,107,ropes,0.07455444,0.05856834352016449
encoder,108,plants,0.090423584,0.01626972109079361
encoder,109,dishwasher,0.12585449,0.035522542893886566
encoder,110,cooking,0.22790527,0.06638392060995102
encoder,111,corridors,0.15335083,0.038158759474754333
encoder,112,ascii,0.12213135,0.02920231781899929
encoder,113,textile,0.1255188,0.027623426169157028
encoder,114,taxis,0.18191528,0.014527620747685432
encoder,115,furnished,0.28625488,0.03136473149061203
encoder,116,kitchen,0.25549316,0.01797815039753914
encoder,117,garnet,0.088897705,-0.009167998097836971
encoder,118,juvenile,0.07546997,-0.02480490878224373
encoder,119,textile,0.10379028,-0.030251793563365936
encoder,120,soup,0.08792114,0.03848819062113762
encoder,121,bloodhound,0.13195801,0.05089855566620827
encoder,122,fields,0.42562866,0.03681206703186035
encoder,123,red,0.24273682,0.003698438871651888
encoder,124,pouch,0.08691406,0.10551165044307709
encoder,125,porch,0.14813232,0.002394223352894187
encoder,126,coffin,0.08596802,-0.015174870379269123
encoder,127,buildings,0.10305786,0.06435547024011612
encoder,128,classroom,0.20715332,0.0330195277929306
encoder,129,mesh,0.122924805,-0.001992097357288003
encoder,130,retriever,0.058624268,0.034778349101543427
encoder,131,bracelet,0.07006836,-0.017570827156305313
encoder,132,motif,0.12503052,0.049489594995975494
encoder,133,crab,0.24813843,0.06305751949548721
encoder,134,cutlery,0.08627319,0.011830202303826809
encoder,135,bathroom,0.212677,0.031954076141119
encoder,136,social,0.14474487,0.05135327950119972
encoder,137,elephants,0.11404419,0.09118321537971497
encoder,138,kitchen,0.31863403,0.050326209515333176
encoder,139,pin,0.05718994,0.03766552358865738
encoder,140,checker,0.1383667,0.009924217127263546
encoder,141,rot,0.23123169,0.010702766478061676
encoder,142,cat,0.11160278,0.09462619572877884
encoder,143,barrel,0.081726074,0.012256307527422905
encoder,144,orthopedic,0.07745361,0.043783076107501984
encoder,145,social,0.2576599,-0.019965261220932007
encoder,146,stalls,0.10620117,0.022506622597575188
encoder,147,clamps,0.09555054,0.18174192309379578
encoder,148,bedrooms,0.21084595,0.06520356237888336
encoder,149,boats,0.10449219,0.1100718080997467
encoder,150,domestic,0.10418701,0.011540166102349758
encoder,151,stair,0.09246826,0.00013468688121065497
encoder,152,street,0.13928223,0.0473211370408535
encoder,153,fashion,0.10784912,0.04002564772963524
encoder,154,motif,0.0798645,0.021104425191879272
encoder,155,courtyard,0.30752563,0.02947770431637764
encoder,156,buildings,0.17114258,-0.0054736873134970665
encoder,157,wikimedia,0.07962036,0.0042673274874687195
encoder,158,social,0.10272217,0.023355260491371155
encoder,159,tavern,0.2514038,0.028320223093032837
encoder,160,shelving,0.16192627,0.032289497554302216
encoder,161,cookbooks,0.24691772,-0.0012032822705805302
encoder,162,skirts,0.068878174,0.030208921059966087
encoder,163,logo,0.06652832,-0.003979645203799009
encoder,164,refrigerator,0.10687256,0.026236509904265404
encoder,165,quilts,0.07470703,0.019875649362802505
encoder,166,bathroom,0.101379395,0.07520897686481476
encoder,167,forestry,0.11450195,0.03087185136973858
encoder,168,aaa,0.12487793,-0.01581668294966221
encoder,169,norton,0.08908081,0.01551218330860138
encoder,170,sofas,0.1739502,0.040894292294979095
encoder,171,textile,0.13015747,-0.05687090754508972
encoder,172,buses,0.13677979,0.11191940307617188
encoder,173,bike,0.0874939,0.059234388172626495
encoder,174,porch,0.0914917,-0.014615386724472046
encoder,175,stair,0.10974121,0.04594332352280617
encoder,176,social,0.06893921,0.027603333815932274
encoder,177,sailors,0.07232666,0.007384381256997585
encoder,178,apartment,0.06707764,-0.008665429428219795
encoder,179,rot,0.2052002,-0.0029106244910508394
encoder,180,forum,0.17111206,-0.009731186553835869
encoder,181,dogs,0.12554932,0.12363666296005249
encoder,182,female,0.09262085,-0.030169812962412834
encoder,183,accommodation,0.08828735,0.021835843101143837
encoder,184,closet,0.08859253,0.017708981409668922
encoder,185,kitchens,0.46984863,0.030390219762921333
encoder,186,street,0.16693115,0.07236175984144211
encoder,187,dinnerware,0.15298462,-0.02068118378520012
encoder,188,gyms,0.15332031,0.060313135385513306
encoder,189,woven,0.08547974,-0.007683782372623682
encoder,190,buildings,0.08413696,0.04192686825990677
encoder,191,textile,0.11190796,0.01521312166005373
encoder,192,roadside,0.11553955,0.03264381363987923
encoder,193,furnished,0.16973877,-0.012899854220449924
encoder,194,sampler,0.058807373,0.0114924730733037
encoder,195,gallon,0.110961914,0.037262238562107086
encoder,196,attic,0.14602661,0.09928058087825775
encoder,197,implements,0.13006592,0.01145164854824543
encoder,198,bathroom,0.2515869,0.03718661144375801
encoder,199,participant,0.09277344,0.003228895366191864
encoder,200,cosmetics,0.0953064,0.011227001436054707
encoder,201,labrador,0.18475342,0.06295400857925415
encoder,202,juvenile,0.11691284,-0.0036918367259204388
encoder,203,dispenser,0.09777832,0.04721507802605629
encoder,204,stripe,0.20877075,-0.002588842296972871
encoder,205,terrier,0.13311768,0.07792937010526657
encoder,206,driveway,0.21258545,0.027597980573773384
encoder,207,accommodation,0.17956543,0.01631060801446438
encoder,208,upstairs,0.0637207,0.01770707592368126
encoder,209,pixel,0.09555054,0.0012991303810849786
encoder,210,cookware,0.13140869,0.04484372213482857
encoder,211,hygiene,0.11328125,0.006432303227484226
encoder,212,kitchen,0.24752808,0.05608997866511345
encoder,213,tourists,0.07232666,-0.0035884014796465635
encoder,214,purse,0.11968994,0.09157611429691315
encoder,215,vendors,0.07449341,0.03930135443806648
encoder,216,chef,0.11920166,0.01503029651939869
encoder,217,baskets,0.07296753,0.03968741372227669
encoder,218,lobby,0.18704224,0.02968437410891056
encoder,219,tasting,0.076049805,0.09694388508796692
encoder,220,limestone,0.0519104,0.013390290550887585
encoder,221,television,0.14703369,0.07138805836439133
encoder,222,amethyst,0.109680176,0.014498310163617134
encoder,223,ascii,0.11077881,0.04261781647801399
encoder,224,texture,0.1076355,0.004250185564160347
encoder,225,grandchildren,0.09951782,0.05162466689944267
encoder,226,furnished,0.38726807,0.02914602681994438
encoder,227,waterfront,0.13201904,0.11019442975521088
encoder,228,bathroom,0.07507324,0.00639256089925766
encoder,229,visitation,0.14257812,0.006593075580894947
encoder,230,exhibitions,0.084503174,0.013687729835510254
encoder,231,red,0.1746521,0.0013068040134385228
encoder,232,culinary,0.17352295,0.05476255714893341
encoder,233,bathroom,0.18167114,0.035914044827222824
encoder,234,atreyu,0.06820679,-0.012017497792840004
encoder,235,juvenile,0.15927124,0.008305377326905727
encoder,236,kitchen,0.36483765,0.029294095933437347
encoder,237,attic,0.21426392,0.019458327442407608
encoder,238,garage,0.10891724,0.045733243227005005
encoder,239,closet,0.08963013,0.03488251939415932
encoder,240,waterproof,0.07727051,0.020661575719714165
encoder,241,culinary,0.16589355,0.03026418574154377
encoder,242,playground,0.12762451,0.04644114896655083
encoder,243,motorcycle,0.07446289,0.07608213275671005
encoder,244,bild,0.06561279,-0.03200331702828407
encoder,245,dog,0.10406494,0.04988766089081764
encoder,246,nanny,0.08709717,0.022003645077347755
encoder,247,housewares,0.088012695,0.005167065188288689
encoder,248,habitat,0.12310791,0.10794632136821747
encoder,249,buildings,0.16461182,0.0666109174489975
encoder,250,kitchens,0.22769165,0.06284455209970474
encoder,251,monitors,0.12451172,0.06370248645544052
encoder,252,axle,0.087646484,0.013752440921962261
encoder,253,courts,0.082611084,-0.0022512334398925304
encoder,254,playground,0.091674805,0.025481069460511208
encoder,255,social,0.11502075,-0.044746801257133484
encoder,256,spiral,0.13922119,0.05107185244560242
encoder,257,adaptor,0.068573,0.017475375905632973
encoder,258,purse,0.085754395,0.020728128030896187
encoder,259,ironing,0.061340332,0.12961526215076447
encoder,260,interiors,0.18771362,0.05287478491663933
encoder,261,kitchen,0.1796875,-0.008579329587519169
encoder,262,ice,0.075408936,0.02031138725578785
encoder,263,daughter,0.08181763,0.019782427698373795
encoder,264,exterior,0.092285156,0.05160795524716377
encoder,265,wetland,0.11331177,0.04030798748135567
encoder,266,sheep,0.12512207,-0.0018245481187477708
encoder,267,eating,0.05532837,0.05099066346883774
encoder,268,substrates,0.09524536,0.029815098270773888
encoder,269,tobacco,0.05718994,0.056427691131830215
encoder,270,bathroom,0.07589722,0.04197406396269798
encoder,271,juvenile,0.08276367,0.006763449404388666
encoder,272,shelves,0.10620117,0.05161437764763832
encoder,273,textile,0.08609009,0.030491862446069717
encoder,274,bedroom,0.13369751,0.04348104074597359
encoder,275,corridors,0.23477173,0.046737294644117355
encoder,276,mozambique,0.09994507,0.020382750779390335
encoder,277,logo,0.31500244,0.05968759208917618
encoder,278,classroom,0.17254639,0.0005010383320041001
encoder,279,comforter,0.12844849,0.04832734912633896
encoder,280,ithaca,0.05279541,0.0005310620181262493
encoder,281,aa,0.09643555,-0.03283490240573883
encoder,282,buildings,0.34020996,-0.007594321388751268
encoder,283,kennel,0.14141846,-0.006686657201498747
encoder,284,greenhouse,0.10357666,0.042041704058647156
encoder,285,trailing,0.056610107,0.01486537978053093
encoder,286,sinks,0.117614746,0.05524542182683945
encoder,287,buildings,0.09326172,0.03560005873441696
encoder,288,barcode,0.10760498,-0.0005365177639760077
encoder,289,tutor,0.070892334,0.030204445123672485
encoder,290,microphone,0.09124756,0.05035969242453575
encoder,291,technician,0.07885742,0.03526892513036728
encoder,292,chromatography,0.08276367,0.0911593809723854
encoder,293,buds,0.07498169,-0.014356725849211216
encoder,294,cabinets,0.09729004,0.03142957389354706
encoder,295,corridor,0.12954712,0.05147603526711464
encoder,296,tub,0.072509766,0.06028466671705246
encoder,297,dotted,0.09301758,0.024287696927785873
encoder,298,sofas,0.16253662,0.06064562872052193
encoder,299,lobby,0.14968872,-3.672091770567931e-05
encoder,300,puppy,0.138031,0.048363424837589264
encoder,301,building,0.11154175,0.05323559418320656
encoder,302,sip,0.07019043,0.02258831076323986
encoder,303,bathroom,0.16711426,0.03355584666132927
encoder,304,social,0.09365845,0.0019206050783395767
encoder,305,powerbook,0.0743103,0.0868561640381813
encoder,306,textile,0.1166687,0.040181614458560944
encoder,307,airfares,0.09463501,0.018955549225211143
encoder,308,gate,0.10739136,0.0597708523273468
encoder,309,cabbage,0.10482788,0.054843105375766754
encoder,310,kitchens,0.15557861,0.033345188945531845
encoder,311,stick,0.09915161,0.026389077305793762
encoder,312,badger,0.15652466,-0.020870119333267212
encoder,313,lighthouse,0.08004761,0.03221879154443741
encoder,314,museum,0.068603516,0.009743197821080685
encoder,315,fireplace,0.15777588,0.06420707702636719
encoder,316,pendants,0.11349487,0.0483059398829937
encoder,317,bedrooms,0.4300232,0.06553608179092407
encoder,318,dishes,0.15100098,-0.007986035197973251
encoder,319,social,0.06265259,0.06518789380788803
encoder,320,bedrooms,0.20114136,0.010739162564277649
encoder,321,textile,0.12460327,0.03834948316216469
encoder,322,technician,0.13668823,0.07357901334762573
encoder,323,cookbooks,0.22784424,-0.024298593401908875
encoder,324,kart,0.23803711,0.11330676823854446
encoder,325,kitchen,0.3647766,0.03632953390479088
encoder,326,seal,0.11880493,-0.009244739077985287
encoder,327,bedroom,0.13919067,0.06140079349279404
encoder,328,textile,0.06616211,0.15508493781089783
encoder,329,jumps,0.055419922,-0.001556041999720037
encoder,330,aaa,0.14666748,-0.02416374534368515
encoder,331,infant,0.09890747,0.057980261743068695
encoder,332,accessory,0.086364746,0.006406720262020826
encoder,333,ascii,0.22244263,0.015837429091334343
encoder,334,instructors,0.101379395,0.06154632940888405
encoder,335,osha,0.055145264,0.010934580117464066
encoder,336,facility,0.09866333,0.002037479542195797
encoder,337,culinary,0.22769165,-0.005082492250949144
encoder,338,manufacturer,0.09213257,0.02561408281326294
encoder,339,microphones,0.06390381,0.007990963757038116
encoder,340,lobby,0.24191284,0.032772041857242584
encoder,341,workstations,0.30462646,0.10810732841491699
encoder,342,pedestrian,0.10317993,0.07343851774930954
encoder,343,linen,0.075286865,0.01886480301618576
encoder,344,bedroom,0.13851929,0.040767136961221695
encoder,345,dots,0.116760254,0.014280476607382298
encoder,346,lattice,0.07763672,0.029229113832116127
encoder,347,buses,0.14376831,0.06653555482625961
encoder,348,fellowships,0.06954956,0.00784129835665226
encoder,349,spray,0.09585571,0.06760437041521072
encoder,350,seminars,0.19329834,0.024579539895057678
encoder,351,dotted,0.17138672,0.03783794492483139
encoder,352,dungeon,0.14151001,0.026522567495703697
encoder,353,baskets,0.08328247,0.05834118276834488
encoder,354,furnished,0.09979248,0.006377835292369127
encoder,355,textile,0.1217041,0.03047938272356987
encoder,356,housewife,0.13189697,0.036887627094984055
encoder,357,packaging,0.10293579,0.07625652104616165
encoder,358,courthouse,0.1906128,0.010481899604201317
encoder,359,ingredients,0.08303833,0.05355381220579147
encoder,360,closet,0.094329834,0.048247892409563065
encoder,361,brushes,0.23886108,0.06438371539115906
encoder,362,cookbook,0.09182739,0.06986796855926514
encoder,363,room,0.42666626,0.05850544944405556
encoder,364,safaris,0.06893921,0.001936793909408152
encoder,365,checker,0.24234009,-0.013706048019230366
encoder,366,hook,0.072387695,-0.007508301641792059
encoder,367,weighing,0.063690186,0.021376946941018105
encoder,368,automotive,0.08041382,0.044986169785261154
encoder,369,otis,0.10180664,0.0369415320456028
encoder,370,bureau,0.09295654,0.04448417201638222
encoder,371,establishments,0.090789795,-0.005584067199379206
encoder,372,terrier,0.13113403,0.017625456675887108
encoder,373,textile,0.09976196,-0.004134742077440023
encoder,374,dining,0.12890625,0.07433883845806122
encoder,375,campground,0.18103027,0.022954624146223068
encoder,376,bathroom,0.17141724,0.02849433198571205
encoder,377,corridor,0.30792236,0.07136176526546478
encoder,378,red,0.07418823,-0.03605102747678757
encoder,379,highways,0.20965576,0.04578699916601181
encoder,380,furnishing,0.117492676,0.025554457679390907
encoder,381,ascii,0.11923218,0.0033593117259442806
encoder,382,gatherings,0.14749146,0.05492391809821129
encoder,383,library,0.09259033,0.040250688791275024
encoder,384,kitchens,0.24771118,0.015435771085321903
encoder,385,kitchens,0.29330444,0.02567451447248459
encoder,386,carriers,0.061828613,-0.003264755243435502
encoder,387,sink,0.11795044,0.05876786634325981
encoder,388,wrench,0.10571289,0.022960739210247993
encoder,389,volcano,0.22286987,-0.007435372564941645
encoder,390,juvenile,0.082977295,0.018330978229641914
encoder,391,cooking,0.1665039,0.1132202222943306
encoder,392,toilet,0.14334106,0.0541970431804657
encoder,393,highways,0.18493652,0.08524137735366821
encoder,394,cure,0.05596924,0.005294889211654663
encoder,395,paving,0.06375122,0.03843853995203972
encoder,396,diecast,0.0708313,0.009861379861831665
encoder,397,aa,0.10479736,0.007564263883978128
encoder,398,purse,0.08544922,0.06804273277521133
encoder,399,grounds,0.13809204,0.04459759593009949
encoder,400,attic,0.11206055,0.017393190413713455
encoder,401,classrooms,0.13931274,0.017952805384993553
encoder,402,kennel,0.07019043,0.010281722992658615
encoder,403,pavilion,0.09106445,-0.006904151756316423
encoder,404,cottages,0.21017456,0.06286272406578064
encoder,405,furnishings,0.11053467,0.06371315568685532
encoder,406,bedrooms,0.12762451,0.013993648812174797
encoder,407,entrance,0.1882019,0.042712852358818054
encoder,408,dog,0.15533447,0.005715557839721441
encoder,409,infant,0.07711792,0.04998243227601051
encoder,410,kitchen,0.44076538,0.0687592476606369
encoder,411,sheep,0.2074585,0.00017809895507525653
encoder,412,landscaping,0.12420654,0.020928608253598213
encoder,413,mailbox,0.06283569,0.041332025080919266
encoder,414,dog,0.19793701,0.08469691127538681
encoder,415,stair,0.087524414,0.024407804012298584
encoder,416,soup,0.09539795,0.07190680503845215
encoder,417,bedrooms,0.23175049,0.027202242985367775
encoder,418,culinary,0.15222168,0.024887127801775932
encoder,419,tibetan,0.064086914,0.0657462328672409
encoder,420,grooming,0.13522339,0.004833202809095383
encoder,421,basename,0.09933472,-0.0014393647434189916
encoder,422,epson,0.07110596,0.05031505972146988
encoder,423,maltese,0.1449585,-0.017273683100938797
encoder,424,cookbooks,0.13623047,0.029826339334249496
encoder,425,housewife,0.10067749,0.06324000656604767
encoder,426,social,0.104766846,-0.0027661651838570833
encoder,427,gatherings,0.13809204,0.01863737218081951
encoder,428,ordered,0.06765747,0.002239831956103444
encoder,429,facials,0.07159424,0.05899052694439888
encoder,430,handbag,0.08666992,0.06718781590461731
encoder,431,snow,0.058685303,0.02841062843799591
encoder,432,fetus,0.0942688,-0.0023741621989756823
encoder,433,roads,0.18148804,0.04552336782217026
encoder,434,axe,0.25909424,0.14076852798461914
encoder,435,manuscripts,0.068115234,0.029418490827083588
encoder,436,bowl,0.091308594,0.03708036243915558
encoder,437,kitchen,0.09237671,0.0077048782259225845
encoder,438,strands,0.11740112,0.026730278506875038
encoder,439,social,0.10360718,-0.003982135560363531
encoder,440,these,0.066833496,0.014855400659143925
encoder,441,bin,0.11029053,0.04608969762921333
encoder,442,hiking,0.12966919,0.05536534637212753
encoder,443,hyderabad,0.07876587,0.015092045068740845
encoder,444,burberry,0.121154785,0.0034191152080893517
encoder,445,stamford,0.07382202,0.013546091504395008
encoder,446,bathroom,0.2677307,0.06654226779937744
encoder,447,apartment,0.09472656,0.03616137430071831
encoder,448,kitchen,0.24014282,0.041406888514757156
encoder,449,swings,0.06640625,-0.0009585864027030766
encoder,450,auditorium,0.12930298,0.022049786522984505
encoder,451,culinary,0.24685669,0.0142670888453722
encoder,452,indi,0.1071167,0.025257350876927376
encoder,453,bottles,0.05960083,0.04167982563376427
encoder,454,townhouse,0.1296997,0.04090172052383423
encoder,455,furnishing,0.07272339,-0.030534617602825165
encoder,456,hostel,0.30026245,0.03891855850815773
encoder,457,puppy,0.3588562,0.033268123865127563
encoder,458,social,0.11807251,0.015078393742442131
encoder,459,utensils,0.088531494,0.03355656936764717
encoder,460,reprints,0.080718994,0.024577435106039047
encoder,461,bubbles,0.076660156,0.04552801698446274
encoder,462,warehouses,0.12258911,0.0654161125421524
encoder,463,microphone,0.08544922,-0.003264237428084016
encoder,464,auditorium,0.099487305,0.0344444140791893
encoder,465,souvenir,0.054718018,0.0027592871338129044
encoder,466,mating,0.113983154,-0.0014721861807629466
encoder,467,street,0.21234131,0.06441809982061386
encoder,468,supports,0.11361694,0.003996663726866245
encoder,469,grounds,0.09384155,0.02812359668314457
encoder,470,detail,0.073913574,0.0016574717592447996
encoder,471,linen,0.05697632,0.03060501255095005
encoder,472,nature,0.11260986,0.037987347692251205
encoder,473,social,0.13027954,0.02963927760720253
encoder,474,workstations,0.30880737,0.09520784020423889
encoder,475,clearinghouse,0.09729004,-0.004772661719471216
encoder,476,kitchen,0.14193726,0.03002137877047062
encoder,477,candle,0.08401489,-0.0015947250649333
encoder,478,bedroom,0.07662964,0.0451446957886219
encoder,479,limousine,0.13943481,0.006838528905063868
encoder,480,kitten,0.07556152,0.0684223622083664
encoder,481,textile,0.22286987,0.061516016721725464
encoder,482,classroom,0.24029541,0.015059735625982285
encoder,483,basename,0.12484741,0.008724709041416645
encoder,484,usability,0.08883667,0.04703260213136673
encoder,485,volunteers,0.0843811,0.031030669808387756
encoder,486,vending,0.083343506,0.0682501420378685
encoder,487,textile,0.2689209,0.0817817822098732
encoder,488,grounds,0.14758301,0.03129667416214943
encoder,489,bedrooms,0.33517456,0.06437943875789642
encoder,490,snorkeling,0.075286865,0.026365654543042183
encoder,491,exhibitions,0.13778687,-0.018993550911545753
encoder,492,cattle,0.16677856,0.05946602299809456
encoder,493,lobby,0.1661377,0.005047197453677654
encoder,494,hostels,0.20144653,0.03472796827554703
encoder,495,farmers,0.073394775,0.018811320886015892
encoder,496,furnished,0.27996826,0.009555217809975147
encoder,497,weaving,0.09509277,0.07861533761024475
encoder,498,terrier,0.101867676,0.11126477271318436
encoder,499,finepix,0.061187744,0.00287142232991755
encoder,500,accommodations,0.2993164,0.02057613804936409
encoder,501,dyson,0.24932861,0.06664703786373138
encoder,502,desserts,0.16784668,0.07236497849225998
encoder,503,waterfall,0.09738159,0.02262658253312111
encoder,504,fedora,0.07458496,0.017922166734933853
encoder,505,vegetation,0.1749878,0.07789571583271027
encoder,506,welding,0.082214355,0.007019929122179747
encoder,507,kitchens,0.5102539,0.037244345992803574
encoder,508,hacker,0.058288574,0.05649328604340553
encoder,509,juvenile,0.12887573,0.03410756215453148
encoder,510,stair,0.10632324,0.0392218679189682
encoder,511,social,0.12130737,0.0009114677086472511
encoder,512,cat,0.07598877,0.03579646721482277
encoder,513,social,0.1272583,-0.014877701178193092
encoder,514,postcard,0.068481445,0.00551513722166419
encoder,515,cookware,0.19110107,0.0025797998532652855
encoder,516,textile,0.12857056,0.03314400091767311
encoder,517,shower,0.12030029,0.052719369530677795
encoder,518,kiosk,0.09082031,0.049508240073919296
encoder,519,worldcat,0.114990234,0.02964201010763645
encoder,520,grass,0.26101685,0.09874413162469864
encoder,521,algeria,0.072387695,-0.002335063647478819
encoder,522,bathroom,0.35144043,0.07543019950389862
encoder,523,vendor,0.07577515,0.031197842210531235
encoder,524,cookbooks,0.09188843,0.040860265493392944
encoder,525,miner,0.081604004,0.015233596786856651
encoder,526,fireplaces,0.12780762,0.019334930926561356
encoder,527,gatherings,0.11306763,0.006887425668537617
encoder,528,baxter,0.13110352,0.05894653871655464
encoder,529,dispenser,0.08001709,0.007526938803493977
encoder,530,mounted,0.075653076,0.005431485828012228
encoder,531,textile,0.092681885,0.048153106123209
encoder,532,aa,0.12182617,-0.02347467467188835
encoder,533,australasia,0.075164795,-0.002103170845657587
encoder,534,livestock,0.15213013,0.011129754595458508
encoder,535,equestrian,0.07714844,0.044850148260593414
encoder,536,ascii,0.24133301,0.012954804114997387
encoder,537,excavation,0.087249756,-0.009661647491157055
encoder,538,cookware,0.1138916,0.09660985320806503
encoder,539,sheep,0.10244751,0.036505796015262604
encoder,540,bathroom,0.143219,0.0457603894174099
encoder,541,lodging,0.16113281,0.039166487753391266
encoder,542,bedrooms,0.29751587,0.08855614811182022
encoder,543,chico,0.08773804,0.025518784299492836
encoder,544,bloodhound,0.26608276,0.044816337525844574
encoder,545,flea,0.058929443,0.010848164558410645
encoder,546,quilting,0.058532715,-0.014328401535749435
encoder,547,campus,0.22927856,0.01926124468445778
encoder,548,mesh,0.07067871,0.03643111139535904
encoder,549,cooking,0.11239624,0.06617176532745361
encoder,550,bedrooms,0.134552,0.03793029859662056
encoder,551,textile,0.27841187,0.03416949883103371
encoder,552,fireplaces,0.1534729,0.014161000028252602
encoder,553,airfares,0.096221924,0.045944809913635254
encoder,554,hatchback,0.18664551,0.07585760205984116
